Lorsque j'avais six ans,	0.000000	0.600000
j'ai vu, une fois,	0.800000	0.600000
une magnifique image,	1.600000	0.600000
dans un livre sur la forêt vierge	2.400000	0.600000
qui s'appelait histoires vécues.	3.200000	0.600000
ça représentait un serpent boa	4.000000	0.600000
qui avalait un fauve.	4.800000	0.600000
	5.600000	0.600000
Voilà la copie	6.400000	0.600000
du dessin.	7.200000	0.600000
	8.000000	0.600000
On disait	8.800000	0.600000
dans le	9.600000	0.600000
livre :	10.400000	0.600000
	11.200000	0.600000
Les serpents boas	12.000000	0.600000
avalent	12.800000	0.600000
leur proie	13.600000	0.600000
tout entière,	14.400000	0.600000
sans la mâcher.	15.200000	0.600000
ensuite	16.000000	0.600000
ils ne peuvent plus bouger	16.800000	0.600000
et ils dorment pendant	17.600000	0.600000
les six mois	18.400000	0.600000
de leur	19.200000	0.600000
digestion.	20.000000	0.600000
	20.800000	0.600000
J'ai alors	21.600000	0.600000
beaucoup réfléchi	22.400000	0.600000
sur les aventures	23.200000	0.600000
de la jungle	24.000000	0.600000
et, à mon tour,	24.800000	0.600000
j'ai réussi,	25.600000	0.600000
avec un crayon de couleur,	26.400000	0.600000
à tracer	27.200000	0.600000
mon premier dessin.	28.000000	0.600000
	28.800000	0.600000
Mon dessin	29.600000	0.600000
numéro 1.	30.400000	0.600000
il	31.200000	0.600000
était	32.000000	0.600000
comme	32.800000	0.600000
ça	33.600000	0.600000
:	34.400000	0.600000
j'ai	35.200000	0.600000
montré	36.000000	0.600000
mon	36.800000	0.600000
chef-d'oeuvre	37.600000	0.600000
aux	38.400000	0.600000
grandes	39.200000	0.600000
personnes	40.000000	0.600000
et	40.800000	0.600000
je	41.600000	0.600000
leur	42.400000	0.600000
ai	43.200000	0.600000
demandé	44.000000	0.600000
si	44.800000	0.600000
mon	45.600000	0.600000
dessin	46.400000	0.600000
leur	47.200000	0.600000
faisait	48.000000	0.600000
peur.	48.800000	0.600000
elles	49.600000	0.600000
m'ont	50.400000	0.600000
répondu	51.200000	0.600000
:	52.000000	0.600000
"pourquoi	52.800000	0.600000
un	53.600000	0.600000
chapeau	54.400000	0.600000
ferait-il	55.200000	0.600000
peur?"	56.000000	0.600000
mon	56.800000	0.600000
dessin	57.600000	0.600000
ne	58.400000	0.600000
représentait	59.200000	0.600000
pas	60.000000	0.600000
un	60.800000	0.600000
chapeau.	61.600000	0.600000
il	62.400000	0.600000
représentait	63.200000	0.600000
un	64.000000	0.600000
serpent	64.800000	0.600000
boa	65.600000	0.600000
qui	66.400000	0.600000
digérait	67.200000	0.600000
un	68.000000	0.600000
éléphant.	68.800000	0.600000
j'ai	69.600000	0.600000
alors	70.400000	0.600000
dessiné	71.200000	0.600000
l'intérieur	72.000000	0.600000
du	72.800000	0.600000
serpent	73.600000	0.600000
boa,	74.400000	0.600000
afin	75.200000	0.600000
que	76.000000	0.600000
les	76.800000	0.600000
grandes	77.600000	0.600000
personnes	78.400000	0.600000
puissent	79.200000	0.600000
comprendre.	80.000000	0.600000
elles	80.800000	0.600000
ont	81.600000	0.600000
toujours	82.400000	0.600000
besoin	83.200000	0.600000
d'explications.	84.000000	0.600000
mon	84.800000	0.600000
dessin	85.600000	0.600000
numéro	86.400000	0.600000
2	87.200000	0.600000
était	88.000000	0.600000
comme	88.800000	0.600000
ça	89.600000	0.600000
:	90.400000	0.600000
les	91.200000	0.600000
grandes	92.000000	0.600000
personnes	92.800000	0.600000
m'ont	93.600000	0.600000
conseillé	94.400000	0.600000
de	95.200000	0.600000
laisser	96.000000	0.600000
de	96.800000	0.600000
côté	97.600000	0.600000
les	98.400000	0.600000
dessins	99.200000	0.600000
de	100.000000	0.600000
serpents	100.800000	0.600000
boas	101.600000	0.600000
ouverts	102.400000	0.600000
ou	103.200000	0.600000
fermés,	104.000000	0.600000
et	104.800000	0.600000
de	105.600000	0.600000
m'intéresser	106.400000	0.600000
plutôt	107.200000	0.600000
à	108.000000	0.600000
la	108.800000	0.600000
géographie,	109.600000	0.600000
à	110.400000	0.600000
l'histoire,	111.200000	0.600000
au	112.000000	0.600000
calcul	112.800000	0.600000
et	113.600000	0.600000
à	114.400000	0.600000
la	115.200000	0.600000
grammaire.	116.000000	0.600000
c'est	116.800000	0.600000
ainsi	117.600000	0.600000
que	118.400000	0.600000
j'ai	119.200000	0.600000
abandonné,	120.000000	0.600000
à	120.800000	0.600000
l'âge	121.600000	0.600000
de	122.400000	0.600000
six	123.200000	0.600000
ans,	124.000000	0.600000
une	124.800000	0.600000
magnifique	125.600000	0.600000
carrière	126.400000	0.600000
de	127.200000	0.600000
peintre.	128.000000	0.600000
j'avais	128.800000	0.600000
été	129.600000	0.600000
découragé	130.400000	0.600000
par	131.200000	0.600000
l'insuccès	132.000000	0.600000
de	132.800000	0.600000
mon	133.600000	0.600000
dessin	134.400000	0.600000
numéro	135.200000	0.600000
1	136.000000	0.600000
et	136.800000	0.600000
de	137.600000	0.600000
mon	138.400000	0.600000
dessin	139.200000	0.600000
numéro	140.000000	0.600000
2.	140.800000	0.600000
les	141.600000	0.600000
grandes	142.400000	0.600000
personnes	143.200000	0.600000
ne	144.000000	0.600000
comprennent	144.800000	0.600000
jamais	145.600000	0.600000
rien	146.400000	0.600000
toutes	147.200000	0.600000
seules,	148.000000	0.600000
et	148.800000	0.600000
c'est	149.600000	0.600000
fatigant,	150.400000	0.600000
pour	151.200000	0.600000
les	152.000000	0.600000
enfants,	152.800000	0.600000
de	153.600000	0.600000
toujours	154.400000	0.600000
et	155.200000	0.600000
toujours	156.000000	0.600000
leur	156.800000	0.600000
donner	157.600000	0.600000
des	158.400000	0.600000
explications...	159.200000	0.600000
j'ai	160.000000	0.600000
donc	160.800000	0.600000
dû	161.600000	0.600000
choisir	162.400000	0.600000
un	163.200000	0.600000
autre	164.000000	0.600000
métier	164.800000	0.600000
et	165.600000	0.600000
j'ai	166.400000	0.600000
appris	167.200000	0.600000
à	168.000000	0.600000
piloter	168.800000	0.600000
des	169.600000	0.600000
avions.	170.400000	0.600000
j'ai	171.200000	0.600000
volé	172.000000	0.600000
un	172.800000	0.600000
peu	173.600000	0.600000
partout	174.400000	0.600000
dans	175.200000	0.600000
le	176.000000	0.600000
monde.	176.800000	0.600000
et	177.600000	0.600000
la	178.400000	0.600000
géographie,	179.200000	0.600000
c'est	180.000000	0.600000
exact,	180.800000	0.600000
m'a	181.600000	0.600000
beaucoup	182.400000	0.600000
servi.	183.200000	0.600000
je	184.000000	0.600000
savais	184.800000	0.600000
reconnaître,	185.600000	0.600000
du	186.400000	0.600000
premier	187.200000	0.600000
coup	188.000000	0.600000
d'oeil,	188.800000	0.600000
la	189.600000	0.600000
chine	190.400000	0.600000
de	191.200000	0.600000
l'arizona.	192.000000	0.600000
c'est	192.800000	0.600000
très	193.600000	0.600000
utile,	194.400000	0.600000
si	195.200000	0.600000
l'on	196.000000	0.600000
s'est	196.800000	0.600000
égaré	197.600000	0.600000
pendant	198.400000	0.600000
la	199.200000	0.600000
nuit.	200.000000	0.600000
j'ai	200.800000	0.600000
ainsi	201.600000	0.600000
eu,	202.400000	0.600000
au	203.200000	0.600000
cours	204.000000	0.600000
de	204.800000	0.600000
ma	205.600000	0.600000
vie,	206.400000	0.600000
des	207.200000	0.600000
tas	208.000000	0.600000
de	208.800000	0.600000
contacts	209.600000	0.600000
avec	210.400000	0.600000
des	211.200000	0.600000
tas	212.000000	0.600000
de	212.800000	0.600000
gens	213.600000	0.600000
sérieux.	214.400000	0.600000
j'ai	215.200000	0.600000
beaucoup	216.000000	0.600000
vécu	216.800000	0.600000
chez	217.600000	0.600000
les	218.400000	0.600000
grandes	219.200000	0.600000
personnes.	220.000000	0.600000
je	220.800000	0.600000
les	221.600000	0.600000
ai	222.400000	0.600000
vues	223.200000	0.600000
de	224.000000	0.600000
très	224.800000	0.600000
près.	225.600000	0.600000
ça	226.400000	0.600000
n'a	227.200000	0.600000
pas	228.000000	0.600000
trop	228.800000	0.600000
amélioré	229.600000	0.600000
mon	230.400000	0.600000
opinion.	231.200000	0.600000
quand	232.000000	0.600000
j'en	232.800000	0.600000
rencontrais	233.600000	0.600000
une	234.400000	0.600000
qui	235.200000	0.600000
me	236.000000	0.600000
paraissait	236.800000	0.600000
un	237.600000	0.600000
peu	238.400000	0.600000
lucide,	239.200000	0.600000
je	240.000000	0.600000
faisais	240.800000	0.600000
l'expérience	241.600000	0.600000
sur	242.400000	0.600000
elle	243.200000	0.600000
de	244.000000	0.600000
mon	244.800000	0.600000
dessin	245.600000	0.600000
numéro	246.400000	0.600000
1	247.200000	0.600000
que	248.000000	0.600000
j'ai	248.800000	0.600000
toujours	249.600000	0.600000
conservé	250.400000	0.600000
je	251.200000	0.600000
voulais	252.000000	0.600000
savoir	252.800000	0.600000
si	253.600000	0.600000
elle	254.400000	0.600000
était	255.200000	0.600000
vraiment	256.000000	0.600000
compréhensive.	256.800000	0.600000
mais	257.600000	0.600000
toujours	258.400000	0.600000
elle	259.200000	0.600000
me	260.000000	0.600000
répondait	260.800000	0.600000
:	261.600000	0.600000
"c'est	262.400000	0.600000
un	263.200000	0.600000
chapeau."	264.000000	0.600000
alors	264.800000	0.600000
je	265.600000	0.600000
ne	266.400000	0.600000
lui	267.200000	0.600000
parlais	268.000000	0.600000
ni	268.800000	0.600000
de	269.600000	0.600000
serpents	270.400000	0.600000
boas,	271.200000	0.600000
ni	272.000000	0.600000
de	272.800000	0.600000
forêts	273.600000	0.600000
vierges,	274.400000	0.600000
ni	275.200000	0.600000
d'étoiles.	276.000000	0.600000
je	276.800000	0.600000
me	277.600000	0.600000
mettais	278.400000	0.600000
à	279.200000	0.600000
sa	280.000000	0.600000
portée.	280.800000	0.600000
je	281.600000	0.600000
lui	282.400000	0.600000
parlais	283.200000	0.600000
de	284.000000	0.600000
bridge,	284.800000	0.600000
de	285.600000	0.600000
golf,	286.400000	0.600000
de	287.200000	0.600000
politique	288.000000	0.600000
et	288.800000	0.600000
de	289.600000	0.600000
cravates.	290.400000	0.600000
et	291.200000	0.600000
la	292.000000	0.600000
grande	292.800000	0.600000
personne	293.600000	0.600000
était	294.400000	0.600000
bien	295.200000	0.600000
contente	296.000000	0.600000
de	296.800000	0.600000
connaître	297.600000	0.600000
un	298.400000	0.600000
homme	299.200000	0.600000
aussi	300.000000	0.600000
raisonnable...	300.800000	0.600000
j'ai	301.600000	0.600000
ainsi	302.400000	0.600000
vécu	303.200000	0.600000
seul,	304.000000	0.600000
sans	304.800000	0.600000
personne	305.600000	0.600000
avec	306.400000	0.600000
qui	307.200000	0.600000
parler	308.000000	0.600000
véritablement,	308.800000	0.600000
jusqu'à	309.600000	0.600000
une	310.400000	0.600000
panne	311.200000	0.600000
dans	312.000000	0.600000
le	312.800000	0.600000
désert	313.600000	0.600000
du	314.400000	0.600000
sahara,	315.200000	0.600000
il	316.000000	0.600000
y	316.800000	0.600000
a	317.600000	0.600000
six	318.400000	0.600000
ans.	319.200000	0.600000
quelque	320.000000	0.600000
chose	320.800000	0.600000
s'était	321.600000	0.600000
cassé	322.400000	0.600000
dans	323.200000	0.600000
mon	324.000000	0.600000
moteur.	324.800000	0.600000
et	325.600000	0.600000
comme	326.400000	0.600000
je	327.200000	0.600000
n'avais	328.000000	0.600000
avec	328.800000	0.600000
moi	329.600000	0.600000
ni	330.400000	0.600000
mécanicien,	331.200000	0.600000
ni	332.000000	0.600000
passagers,	332.800000	0.600000
je	333.600000	0.600000
me	334.400000	0.600000
préparai	335.200000	0.600000
à	336.000000	0.600000
essayer	336.800000	0.600000
de	337.600000	0.600000
réussir,	338.400000	0.600000
tout	339.200000	0.600000
seul,	340.000000	0.600000
une	340.800000	0.600000
